title,price,query,shipping_time,variable_prod,returns,shipping_price,ebay_article_id,prod_url,ebay_vendor,seller_votes,category,payment_methods,prod_specs,product_state,served_area,reviews,product_sold_out_text,import_taxes,target_category,query_attribute_1,query_attribute_2,query_model,query_prod_state,ebay_pics,available_colors
Apple iPhone 12 mini (64GB) (PRODUCTO)ROJO rojo Super Retina XDR Display A14 Bionic,"711,90 EUR",iphone 12 mini 64 gb,vie. 10 dic.  y el mar. 14 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"16,90 EUR",144306007386,https://www.ebay.es/itm/144306007386?hash=item21994eed5a%3Ag%3AJh0AAOSwwlNft54W&LH_BIN=1,price-guard,813032,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Herstellerfarbe:', '(PRODUCT)RED rot'), ('EAN:', '0194252013892'), ('Hersteller:', 'Apple'), ('SIM-Karten-Steckplatz:', 'Dual SIM ( 1x eSIM )'), ('Modellnummer:', 'A2399'), ('RAM:', '4GB'), ('UPC:', 'Stil:'), ('Candy Bar', 'Besonderheiten:'), ('Elektronischer Kompass, Gyroskop-Sensor, Näherungssensor, Umgebungslichtsensor, Beschleunigungssensor, Fingerabdrucksensor, Barometer, eSIM', 'Kameraauflösung:'), ('12,0 Megapixel', 'Prozessor:'), ('Hexa Core', 'Mobilfunkbetreiber:'), ('Ohne Simlock', 'Betriebssystem:'), ('iOS', 'Bildschirmgröße:'), ('5,4 Zoll', 'Herstellernummer:'), ('MGE03ZD/A', 'Marke:'), ('Farbe:', 'Rot'), ('Modell:', 'Apple iPhone 12 mini'), ('Konnektivität:', '5G, Bluetooth, Wi-Fi, Lightning, NFC'), ('Speicherkapazität:', '64 GB')]",Nuevo,			Unión Europea,,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/Jh0AAOSwwlNft54W/s-l64.jpg,https://i.ebayimg.com/images/g/IQAAAOSwGIpft54W/s-l64.jpg,https://i.ebayimg.com/images/g/SrwAAOSwOxtft54X/s-l64.jpg,https://i.ebayimg.com/images/g/Jh0AAOSwwlNft54W/s-l300.jpg","pro,max"
Apple iPhone 12 mini - 64 GB,"679,00 EUR",iphone 12 mini 64 gb,lun. 13 dic.  y el mié. 15 dic. ,"<span id=""sel-msku-variation"" style=""display:none"">414794725935</span>",No se aceptan devoluciones,"2,90 EUR",114624081843,https://www.ebay.es/itm/114624081843?hash=item1ab020afb3%3Ag%3AGMIAAOSwMj9f-46G&LH_BIN=1,sbdirect24,43465,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Marke:', 'Apple'), ('Modell:', 'iPhone 12 mini'), ('Speicherkapazität:', '64 GB'), ('Konnektivität:', '4G, Bluetooth, Wi-Fi'), ('RAM:', '4 GB'), ('Mobilfunkbetreiber:', 'Ohne Simlock'), ('Betriebssystem:', 'iOS'), ('Besonderheiten:', '4K-Filmaufnahmen, Ohne SIM-Lock, Farbdisplay'), ('Bildschirmgröße:', '5,4 Zoll'), ('SIM-Karten-Steckplatz:', 'Dual SIM (SIM + eSIM)'), ('Sperrstatus:', 'Frei ab Werk'), ('Herstellernummer:', 'MGE13ZD/A')]",Nuevo,			Europa,,,,smartphones,64 gb,,iphone 12 mini,new,https://i.ebayimg.com/images/g/GMIAAOSwMj9f-46G/s-l300.jpg,"pro,max"
Apple iPhone 12 mini (64 GB) blanco Super Retina XDR Display sistema de dos cámaras NUEVO,"711,90 EUR",iphone 12 mini 64 gb,vie. 10 dic.  y el mar. 14 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"16,90 EUR",144306010042,https://www.ebay.es/itm/144306010042?hash=item21994ef7ba%3Ag%3ANKkAAOSwzN9fuL18&LH_BIN=1,price-guard,813032,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('EAN:', '0194252013557'), ('Hersteller:', 'Apple'), ('Frequenzband:', '2G, 3G, 4G'), ('Modifizierter Artikel:', 'Nein'), ('SIM-Karten-Steckplatz:', 'Single Sim'), ('Modellnummer:', 'A2399'), ('RAM:', '4GB'), ('UPC:', '194252015254'), ('Stil:', 'Candy Bar'), ('Besonderheiten:', 'Elektronischer Kompass, Gyroskop-Sensor, Näherungssensor, Umgebungslichtsensor, Beschleunigungssensor, Fingerabdrucksensor, Barometer, eSIM'), ('Kameraauflösung:', '12,0 Megapixel'), ('Prozessor:', 'Hexa Core'), ('Mobilfunkbetreiber:', 'Ohne Simlock'), ('Betriebssystem:', 'iOS'), ('Bildschirmgröße:', '5,4 Zoll'), ('Herstellernummer:', 'MGDY3ZD/A'), ('Farbe:', 'Weiß'), ('Marke:', 'Modell:'), ('Apple iPhone 12 mini', 'Konnektivität:'), ('5G, Bluetooth, Wi-Fi, Lightning, NFC', 'Speicherkapazität:')]",Nuevo,			Unión Europea,,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/NKkAAOSwzN9fuL18/s-l64.jpg,https://i.ebayimg.com/images/g/YzUAAOSwi2RfuL18/s-l64.jpg,https://i.ebayimg.com/images/g/e7IAAOSwYvNfuL19/s-l64.jpg,https://i.ebayimg.com/images/g/NKkAAOSwzN9fuL18/s-l300.jpg","pro,max"
Apple iPhone 12 mini 64 GB negro-sin contrato-como nuevo! **,"619,99 EUR",iphone 12 mini 64 gb,jue. 2 dic. y el mié. 15 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"10,90 EUR",265332394564,https://www.ebay.es/itm/265332394564?hash=item3dc70b0a44%3Ag%3AA9YAAOSwg%7ElhnSOt&LH_BIN=1,asgoodasnew-premium,26009,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('EAN:', '0194252013212'), ('optischer Zustand:', 'wie neu'), ('Beschreibung des optischen Zustands:', 'Ohne Gebrauchsspuren oder Beschädigungen.'), ('Produktart:', 'Smartphone'), ('UPC:', 'Stil:'), ('Candy Bar', 'Besonderheiten:'), ('Elektronischer Kompass, Gyroskop-Sensor, Näherungssensor, Umgebungslichtsensor, Beschleunigungssensor, Fingerabdrucksensor, Barometer, eSIM', 'Kameraauflösung:'), ('12,0 Megapixel', 'Prozessor:'), ('Hexa Core', 'Mobilfunkbetreiber:'), ('Ohne Simlock', 'Betriebssystem:'), ('iOS', 'Bildschirmgröße:'), ('5,4 Zoll', 'Herstellernummer:'), ('MGDX3ZD/A', 'Farbe:'), ('Schwarz', 'Marke:'), ('Apple', 'Modell:'), ('Apple iPhone 12 mini', 'Konnektivität:'), ('5G, Bluetooth, Wi-Fi, Lightning, NFC', 'Speicherkapazität:')]",--,			Europa,							,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/A9YAAOSwg~lhnSOt/s-l64.jpg,https://i.ebayimg.com/images/g/ZSAAAOSwSwphnSOu/s-l64.jpg,https://i.ebayimg.com/images/g/A9YAAOSwg~lhnSOt/s-l300.jpg","pro,max"
Apple iPhone 12 mini 64gb verde ningún contrato ningún bloqueo SIM,"729,00 EUR",iphone 12 mini 64 gb,vie. 10 dic.  y el mar. 14 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"14,90 EUR",255248262508,https://www.ebay.es/itm/255248262508?hash=item3b6dfb656c%3Ag%3ANYIAAOSwRKthemxD&LH_BIN=1,deltatecc-prime,38023,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Abierto, sin usar:'), ('Notas del vendedor:', '“Versandrückläufer in geöffneter original Verpackung. Leichte Gebrauchsspuren/Kratzer möglich. Voll funktionsfähig. In original Verpackung mit Zubehör. Rechnung mit Mwst. vom Fachhändler.”'), ('Marke:', 'Apple'), ('Modell:', 'Apple iPhone 12 mini'), ('Farbe:', 'Grün'), ('Speicherkapazität:', '64 GB'), ('Betriebssystem:', 'iOS'), ('Konnektivität:', '2G, 3G, 4G, 5G, Bluetooth, Dual-Band, GPRS, GPS, Lightning, LTE, NFC, Quad-Band, Tri-Band, Wi-Fi'), ('Besonderheiten:', 'Apple Care, Beschleunigungssensor, Bluetooth aktiviert, Doppel-Linsen-Kamera, Email, Web, E-Mail-Zugriff, Farbdisplay, Frontkamera, Für Edge, Gesichts-Erkennung, GPRS, GPS, Internet, Kamera, Musikplayer, Nano SIM, NFC Konnektivität, Ohne SIM-Lock, Retina-Display, Rückkamera, Sprachanwahl, Spracherkennung, Vibration, Videoanruf, Videokamera, Video Streamen, WiFi-fähig'), ('Bildschirmgröße:', '5,4 Zoll'), ('Sperrstatus:', 'Frei ab Werk'), ('Vertrag:', 'Ohne Vertrag'), ('EAN:', '0194252014578'), ('Herstellernummer:', 'Nicht zutreffend')]","Abierto, sin usar",			Unión Europea,,,,smartphones,64 gb,,iphone 12 mini,new,https://i.ebayimg.com/images/g/NYIAAOSwRKthemxD/s-l300.jpg,"pro,max"
Apple iPhone 12 mini 64 gb rojo bloqueo SIM como nuevo! **,"619,99 EUR",iphone 12 mini 64 gb,jue. 2 dic. y el mié. 15 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"10,90 EUR",265238076459,https://www.ebay.es/itm/265238076459?hash=item3dc16bdc2b%3Ag%3AnOwAAOSwyFhhOJ54&LH_BIN=1,asgoodasnew-premium,26009,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('EAN:', '0194252013892'), ('optischer Zustand:', 'wie neu'), ('Beschreibung des optischen Zustands:', 'Ohne Gebrauchsspuren oder Beschädigungen.'), ('Produktart:', 'Smartphone'), ('UPC:', 'Stil:'), ('Candy Bar', 'Besonderheiten:'), ('Elektronischer Kompass, Gyroskop-Sensor, Näherungssensor, Umgebungslichtsensor, Beschleunigungssensor, Fingerabdrucksensor, Barometer, eSIM', 'Kameraauflösung:'), ('12,0 Megapixel', 'Prozessor:'), ('Hexa Core', 'Mobilfunkbetreiber:'), ('Ohne Simlock', 'Betriebssystem:'), ('iOS', 'Bildschirmgröße:'), ('5,4 Zoll', 'Herstellernummer:'), ('MGE03ZD/A', 'Marke:'), ('Apple', 'Farbe:'), ('Rot', 'Modell:'), ('Apple iPhone 12 mini', 'Konnektivität:'), ('5G, Bluetooth, Wi-Fi, Lightning, NFC', 'Speicherkapazität:')]",--,			Europa,,,,smartphones,64 gb,,iphone 12 mini,new,https://i.ebayimg.com/images/g/nOwAAOSwyFhhOJ54/s-l300.jpg,"pro,max"
"Apple iPhone 12 mini 5G smartphone dual-SIM 64 GB OLED display 5.4"" MGDX3ZD/A","883,60 EUR",iphone 12 mini 64 gb,mar. 7 dic. y el lun. 10 ene. ,,"reembolso de 60 días, el comprador paga los gastos de envío de la devolución","14,80 EUR",125020329436,https://www.ebay.es/itm/125020329436?_trkparms=ispr%3D1&hash=item1d1bcad5dc%3Ag%3AEVYAAOSwWx5hn%7Es-&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3Gnq%252FzaV1LpoucPMIWclxVRE661m9eUnAB4Kl%252B4b8ee2x8uJPyTinQeh7cGEMCxdJmr6BvLi4I%252BmSGH%252BoFq6TjzhJoFtCeeWAzCqk6YFZp%252BzKN%252BwxfuhWMyqmN4XRKUM%252B5hhXfnVz3SDnfApxbyFTu9xzqUl2HgCf02AvstqJurSvzfI1VW9LF3pFT6FV3pG9MlevCfVvidkiNUQkD2RPs3yHnc%252BT75qs90Bca8arPCEp85CTAv%252FLuBCMh8aLsEzgDOHcNO25Cefr8504%252FJ2iriaXhibZ5Zh3GelQU33e5jBbhWMVxR7781p3WIu1shHJPNlubqEBGDQuMCKCiOfiKFsZymfmMbMZl%252BzgSXvW5eVOmksguwTxM5gQt1f1AS5f5jahERu9L%252FwMedyTdRxjirPnI44zbK0xhL6zFta9e0H6XaYxttHXbVk%252Frhb23UfeKz1IZtkVm1MTO3tlWKvlyBbk%252FzieLv0HJvos8EI8HKjufbFfbFXAY6CnhAWuZiw9wM6ASgfKAHj9q5Q8BxmgEGB1Opk%252BneQbC9yJpqvpT%252FaJYsMM9ZbspFYvbsMObktzuJMyt4yJewyxjgEQe1fUdG4F0dYZAhcnbKJbpiO6%252Fo1FHUhME7BGO%252BioV3fOXOR2rG%252FZ6%252FpoHyrJoPAzRE4tTklC9yQAgsl50Kko6rBR5ISpM2KHnYWvprxNcleJYiAm4%252BueLlMHtXzWJWEiXCI1V7Oax9NJBjgudvyiZdnQZBRBg0QU5WFE68Bob1d%252F34MwMGhf5gEhQUR%252BhCR2Xf%252Bag5mhBo8vzprS8zpTdkKRCPOv%252FDh6HiKVMAw9RlKqwhtrkDw%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM8ur7r6xf&LH_BIN=1,eeemarket,22085,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Marca:', 'Apple'), ('MPN:', 'MGDX3ZD/A'), ('Modello:', 'Tipo:'), ('Capacità di memorizzazione:', 'on hold'), ('Colore:', 'EAN:')]",Nuevo,"			América, Europa, Asia",,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/EVYAAOSwWx5hn~s-/s-l64.jpg,https://i.ebayimg.com/images/g/DQQAAOSwbX1hn~s-/s-l64.jpg,https://i.ebayimg.com/images/g/vfMAAOSwHRVhn~s-/s-l64.jpg,https://i.ebayimg.com/images/g/-ggAAOSwJGFhn~s-/s-l64.jpg,https://i.ebayimg.com/images/g/C54AAOSwE4Jhn~s-/s-l64.jpg,https://i.ebayimg.com/images/g/EVYAAOSwWx5hn~s-/s-l300.jpg","pro,max"
"Apple Iphone 12 Mini 64GB Blanco, 5.4"" OLED super retina XDR NUEVO DESPRECINTADO","639,95 EUR",iphone 12 mini 64 gb,mar. 30 nov. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",Envío gratis en 2 días,353668095254,https://www.ebay.es/itm/353668095254?hash=item525842dd16%3Ag%3AgO0AAOSwh3BhO4Xh&LH_BIN=1,tienda_mqn,121,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Abierto, sin usar:'), ('Notas del vendedor:', '“Nuevo desprecintado, 1 año de garantía. Vendedor profesional.”'), ('Capacidad de almacenamiento:', '64 GB'), ('Procesador:', 'A14'), ('País/Región de fabricación:', 'Japón'), ('Resolución de cámara:', '12,0 MP'), ('Marca:', 'Apple'), ('Sistema operativo:', 'iOS'), ('Modelo:', 'Apple iPhone 12 mini'), ('Características:', 'Altavoz, Batería de alta capacidad (5000 mAh o más), Bluetooth habilitado'), ('Tipo de tarjeta de memoria:', 'Interna'), ('RAM:', '4 GB'), ('Color:', 'Blanco'), ('Tamaño de pantalla:', '5.4""'), ('Ranura para tarjeta SIM:', 'Solo una tarjeta SIM'), ('Estado de bloqueo:', 'Desbloqueado de fábrica'), ('Conectividad:', '5G')]","Abierto, sin usar",			Europa,,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/gO0AAOSwh3BhO4Xh/s-l64.jpg,https://i.ebayimg.com/images/g/t8gAAOSwM0lhO4Xi/s-l64.jpg,https://i.ebayimg.com/images/g/tWEAAOSwYllhO4Xk/s-l64.jpg,https://i.ebayimg.com/images/g/HBMAAOSw7OVhO4Xl/s-l64.jpg,https://i.ebayimg.com/images/g/DyMAAOSwShxhO4Xn/s-l64.jpg,https://i.ebayimg.com/images/g/tXIAAOSwhDRhO4Xp/s-l64.jpg,https://i.ebayimg.com/images/g/JMsAAOSwrFZhO4Xr/s-l64.jpg,https://i.ebayimg.com/images/g/rjUAAOSwxMFhO4Xs/s-l64.jpg,https://i.ebayimg.com/images/g/gO0AAOSwh3BhO4Xh/s-l300.jpg","pro,max"
Nuevo Apple IPHONE 12 Mini 64GB Negro Recto Talk O Total Inalámbrico Bloqueado,"427,69 EUR",iphone 12 mini 64 gb,mié. 15 dic.  y el mar. 4 ene.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","22,43 EUR",185187118548,https://www.ebay.es/itm/185187118548?hash=item2b1e032dd4%3Ag%3AFlUAAOSwYtxhoVnB&LH_BIN=1,caylar2,18321,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Capacidad de almacenamiento:', '64 GB'), ('Marca:', 'Apple'), ('País/Región de fabricación:', 'Desconocido'), ('Redes1:', 'Charla Recta'), ('Tipo de tarjeta de memoria:', 'no aplique'), ('Redes:', 'Total Inalámbrico'), ('Garantía del fabricante:', 'No Aplique'), ('Personalizado Conjunto:', 'No'), ('RAM:', 'Estado de bloqueo:'), ('Red bloqueada', 'Resolución de cámara:'), ('Modelo:', 'Apple iPhone 12 mini'), ('Chipset Modelo:', 'MMPJ3LL / A'), ('Tamaño de pantalla:', 'Banda Celular:'), ('NO APLIQUE', 'Características:'), ('Ranura para tarjeta SIM:', 'MPN:'), ('MMPJ3LL/A', 'Número de modelo:'), ('Estilo:', 'Barra'), ('Color:', 'Negro'), ('Contrato:', 'Pre-pago'), ('Procesador:', 'Sistema operativo:'), ('iOS', 'Conectividad:')]",Nuevo,			Todo el mundo,,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/FlUAAOSwYtxhoVnB/s-l64.jpg,https://i.ebayimg.com/images/g/1bYAAOSwyFBhoVnB/s-l64.jpg,https://i.ebayimg.com/images/g/sXQAAOSwLv1hoVnB/s-l64.jpg,https://i.ebayimg.com/images/g/hhMAAOSw48thoVnC/s-l64.jpg,https://i.ebayimg.com/images/g/FlUAAOSwYtxhoVnB/s-l300.jpg","pro,max"
Apple iPhone 12 mini (PRODUCT) RED 5G smartphone dual-SIM 64 GB OLED MGE03ZD/A,"839,30 EUR",iphone 12 mini 64 gb,mar. 7 dic. y el lun. 10 ene. ,,"reembolso de 60 días, el comprador paga los gastos de envío de la devolución","14,80 EUR",294558943748,https://www.ebay.es/itm/294558943748?_trkparms=ispr%3D1&hash=item449514ca04%3Ag%3AkKsAAOSwoEZhlj8H&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252Fwocn770hnih0B3mVHNZ5LRiV4xT5pNUyUkpC0fid0hkhY3sgVbJZY22yrrZuIr98%252FEIrSPjml%252FO4YdKOvnxmOIRGTG9e1KSjYTuBps3K5UCV5ciGoDG6H2azzDUj%252FTPP47qzWmF9yDBmz5jqqN7COcuulHcRXamRqn5LSo8BQSwsfZZY08PUjFSj91SI2Wrj8ymYWBpUoP2bprIEeWG5aWDVnestnnQ%252BJnfWxi1zjtxKimeLA860BXBjrRTZ2CILya%252F0fiz5acs7I6%252F6YZCmSq%252BSGZax%252BjixpT9YVLCjN7MPVUcrqo6jfeN5bmH43GT1czDq1XYgskiHP29UgEGJJjm%252FA%252BxCwZqCs%252FFp7YfZvRH8cZbgbea1qt01UHq%252Bz9UUu%252Bv9iTAesrHuESEPHfZf5M45LDX%252FNDdhmoiH%252B430ik8iIhYbugMXA3WKKeBf%252F1RK96WkvLWcC2%252BDuz4KCt5RsNCDrpAfWd0gpDTxEGiV3B0sYv%252BOl4SZ%252FWyDgmiem7G0IFSF6L3U80xGwbB4XMmSt7CnORBdEOn0RO0K7e%252Fl1UsbsZylfEj5ECX7eLfNlZ%252FUA0k3mtAUq%252FOMFeBqN1456qn6Ei%252FaO9pZraXyqsLSA7t%252FeewXMRZEHA28ay7882BpN1KfMs%252B90yu%252B5tuRvkOitVg4LkwuPQSyHrGlpQoheeVdCBdWjIzVpg6ZnOXq5NnU2LwzST0L%252BkSlCGcSYxXSWIS%252FexGfc9ud%252BZR2fq3BcKp7f9yIyV51KaFMFgadJRhfS7iidkViW3XBLBbkmDrScDAgVn7tv8crM5Djf%252BXAKMePuPWMyi1CwFhRf1XWS%252Bna0DPpASnENeKikl%252BbZDiBQ%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM8ur7r6xf&LH_BIN=1,eeemarket,22085,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Marca:', 'Apple'), ('MPN:', 'MGE03ZD/A'), ('Modello:', 'Tipo:'), ('Capacità di memorizzazione:', 'on hold'), ('Colore:', 'EAN:')]",Nuevo,"			América, Europa, Asia",,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/kKsAAOSwoEZhlj8H/s-l64.jpg,https://i.ebayimg.com/images/g/BocAAOSwIwxhlj8I/s-l64.jpg,https://i.ebayimg.com/images/g/ekEAAOSwPY9hlj8I/s-l64.jpg,https://i.ebayimg.com/images/g/u0wAAOSwRI9hlj8I/s-l64.jpg,https://i.ebayimg.com/images/g/zEkAAOSwwy5hlj8I/s-l64.jpg,https://i.ebayimg.com/images/g/kKsAAOSwoEZhlj8H/s-l300.jpg","pro,max"
> Apple iPhone 12 mini 64gb Black (mgdx3zd/a),"890,90 EUR",iphone 12 mini 64 gb,jue. 16 dic.  y el lun. 20 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"46,00 EUR",293992909890,https://www.ebay.es/itm/293992909890?hash=item447357cc42%3Ag%3Azi0AAOSwkvRgHAxB&LH_BIN=1,digi-techx,16293,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Herstellernummer:', 'MGDX3ZD/A'), ('Hersteller:', 'Apple'), ('Mainboard-Marke:', '-/-'), ('Marke:', 'Produktart:'), ('Modell:', 'Markenkompatibilität:'), ('Unterstützte Speicherkarte(n):', 'Abspielbares Medienformat:'), ('Armbandmaterial:', 'Bildschirmgröße:'), ('Brennweite:', 'Chipsatz/GPU-Hersteller:'), ('Chipsatz Modell:', 'Farbe:'), ('Fokussierung:', 'Format:'), ('Formfaktor:', 'Gehäusegröße:'), ('Internetanschluss:', 'Kompatibles Betriebssystem:'), ('Konnektivität:', 'Maximale Blende:'), ('Maximale Vergrößerung:', 'Objektivanschluss:'), ('Prozessor:', 'Prozessormodell:'), ('Speicherkapazität:', 'ISBN:'), ('Batterie inklusive:', 'Geeigneter Herdtyp:'), ('Spannung:', 'EAN:')]",Nuevo,			Todo el mundo,,,,smartphones,64 gb,,iphone 12 mini,new,https://i.ebayimg.com/images/g/zi0AAOSwkvRgHAxB/s-l300.jpg,"pro,max"
Apple iPhone 12 mini (64GB) violeta Super Retina XDR Display Dual Camera System,"746,90 EUR",iphone 12 mini 64 gb,vie. 10 dic.  y el mar. 14 dic. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"16,90 EUR",144306477862,https://www.ebay.es/itm/144306477862?hash=item2199561b26%3Ag%3AL1YAAOSwClBgpJ8K&LH_BIN=1,price-guard,813032,Movilesytelefonia,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Marke:', 'Apple'), ('Modell:', 'Apple iPhone 12 mini'), ('Farbe:', 'Lila'), ('Speicherkapazität:', '64 GB'), ('Konnektivität:', '3G, 4G, 5G, Bluetooth, GPS, Lightning, LTE, NFC, Wi-Fi'), ('Betriebssystem:', 'iOS'), ('Besonderheiten:', 'Barometer, Beschleunigungssensor, Bluetooth aktiviert, Dual-Rückkamera, Elektronischer Kompass, E-Mail-Zugriff, Farbdisplay, Gesichts-Erkennung, GPS, Gyroskop-Sensor, Internet, Kabelloses Laden, Näherungssensor, Nano SIM, NFC Konnektivität, Retina-Display, Schnellladen, WiFi-fähig, wasserdichtes Gehäuse'), ('Bildschirmgröße:', '5,4 Zoll'), ('Prozessor:', 'A14 Bionic'), ('Kameraauflösung:', '12,0 Megapixel'), ('Herstellernummer:', 'MJQF3ZD/A'), ('EAN:', '0194252431948')]",Nuevo,			Unión Europea,,,,smartphones,64 gb,,iphone 12 mini,new,"https://i.ebayimg.com/images/g/L1YAAOSwClBgpJ8K/s-l64.jpg,https://i.ebayimg.com/images/g/xLsAAOSwGpFgpJ8J/s-l64.jpg,https://i.ebayimg.com/images/g/i~wAAOSwfnlgpJ8K/s-l64.jpg,https://i.ebayimg.com/images/g/Wk4AAOSwN8hgpJ8K/s-l64.jpg,https://i.ebayimg.com/images/g/L1YAAOSwClBgpJ8K/s-l300.jpg","pro,max"
Apple iPhone 12 mini 64 GB rojo con bloqueo SIM nuevo,"625,19 EUR",iphone 12 mini 64 gb,mar. 30 nov.  y el mié. 15 dic. ,,"reembolso de 30 días, el vendedor paga el envío de la devolución",GRATIS,144174148420,https://www.ebay.es/itm/144174148420?hash=item219172eb44%3Ag%3AnKcAAOSwuSlhPfuA&LH_BIN=1,asgoodasnew_es,487,Movilesysmartphones,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,American Express","[('Estado:', 'Nuevo: Un artículo nuevo, sin usar, sin abrir, sin desperfectos y en el paquete original (en caso de ... '), ('Marca:', 'Apple'), ('EAN:', '0194252013892'), ('MPN:', 'MGE03ZD/A'), ('Color:', 'Rojo'), ('Tipo:', 'Smartphone'), ('Modelo:', 'Apple iPhone 12 mini'), ('Capacidad de almacenamiento:', '64 GB')]",Nuevo,			Europa,,,,smartphones,64 gb,,iphone 12 mini,new,https://i.ebayimg.com/images/g/nKcAAOSwuSlhPfuA/s-l300.jpg,"pro,max"
